name,year,count
Grover,1891,163
Harry,1891,2141
Herbert,1891,501
James,1891,4547
John,1891,7725
Richard,1891,609
Ronald,1891,8
Theodore,1891,224
Warren,1891,139
William,1891,6813
Benjamin,1892,525
Calvin,1892,124
Chester,1892,285
Dwight,1892,28
Franklin,1892,109
George,1892,4800
Gerald,1892,62
Grover,1892,459
Harry,1892,2471
Herbert,1892,513
James,1892,5420
John,1892,9093
Richard,1892,809
Ronald,1892,17
Theodore,1892,239
Warren,1892,157
William,1892,7826
Benjamin,1893,481
Calvin,1893,103
Chester,1893,291
Dwight,1893,24
Franklin,1893,99
George,1893,4345
Gerald,1893,55
Grover,1893,289
Harry,1893,2264
Herbert,1893,519
James,1893,5051
John,1893,8110
Richard,1893,732
Ronald,1893,8
Theodore,1893,209
Warren,1893,140
William,1893,7255
Benjamin,1894,469
Calvin,1894,95
Chester,1894,330
Dwight,1894,25
Franklin,1894,84
George,1894,4397
Gerald,1894,76
Grover,1894,118
Harry,1894,2199
Herbert,1894,590
James,1894,5135
John,1894,8298
Richard,1894,808
Ronald,1894,21
Theodore,1894,241
Warren,1894,141
William,1894,7308
Benjamin,1895,452
Calvin,1895,130
Chester,1895,378
Dwight,1895,22
Franklin,1895,103
George,1895,4335
Gerald,1895,76
Grover,1895,93
Harry,1895,2143
Herbert,1895,569
James,1895,5369
John,1895,8382
Richard,1895,734
Ronald,1895,25
Theodore,1895,208
Warren,1895,160
William,1895,7317
Benjamin,1896,416
Calvin,1896,98
Chester,1896,336
Dwight,1896,28
Franklin,1896,96
George,1896,4318
Gerald,1896,95
Grover,1896,74
Harry,1896,2102
Herbert,1896,635
James,1896,5235
John,1896,8189
Richard,1896,838
Ronald,1896,23
Theodore,1896,241
Warren,1896,125
William,1896,7791
Benjamin,1897,378
Calvin,1897,103
Chester,1897,290
Dwight,1897,25
Franklin,1897,68
George,1897,4104
Gerald,1897,93
Grover,1897,56
Harry,1897,1888
Herbert,1897,570
James,1897,5143
John,1897,7596
Richard,1897,709
Ronald,1897,34
Theodore,1897,215
Warren,1897,137
William,1897,7231
Benjamin,1898,405
Calvin,1898,121
Chester,1898,321
Dwight,1898,35
Franklin,1898,112
George,1898,4904
Gerald,1898,100
Grover,1898,41
Harry,1898,2134
Herbert,1898,716
James,1898,5350
John,1898,8214
Richard,1898,886
Ronald,1898,26
Theodore,1898,281
Warren,1898,151
William,1898,7441
Benjamin,1899,335
Calvin,1899,108
Chester,1899,294
Dwight,1899,41
Franklin,1899,116
George,1899,4051
Gerald,1899,108
Grover,1899,33
Harry,1899,1732
Herbert,1899,590
James,1899,4625
John,1899,7030
Richard,1899,749
Ronald,1899,27
Theodore,1899,252
Warren,1899,173
William,1899,6109
Benjamin,1900,450
Calvin,1900,128
Chester,1900,371
Dwight,1900,59
Franklin,1900,137
George,1900,5442
Gerald,1900,157
Grover,1900,52
Harry,1900,2279
Herbert,1900,751
James,1900,7286
John,1900,9875
Richard,1900,1142
Ronald,1900,40
Theodore,1900,429
Warren,1900,191
William,1900,8622
Woodrow,1900,8
Benjamin,1901,343
Calvin,1901,98
Chester,1901,253
Dwight,1901,37
Franklin,1901,92
George,1901,3636
Gerald,1901,133
Grover,1901,49
Harry,1901,1602
Herbert,1901,573
James,1901,4765
John,1901,6938
Richard,1901,792
Ronald,1901,43
Theodore,1901,456
Warren,1901,149
William,1901,6022
Benjamin,1902,374
Calvin,1902,130
Chester,1902,328
Dwight,1902,40
Franklin,1902,97
George,1902,4255
Gerald,1902,151
Grover,1902,45
Harry,1902,1761
Herbert,1902,615
James,1902,5622
John,1902,7945
Richard,1902,914
Ronald,1902,49
Theodore,1902,642
Warren,1902,154
William,1902,6641
Woodrow,1902,5
Benjamin,1903,324
Calvin,1903,106
Chester,1903,336
Dwight,1903,28
Franklin,1903,116
George,1903,3988
Gerald,1903,182
Grover,1903,55
Harry,1903,1656
Herbert,1903,668
James,1903,5508
John,1903,7649
Richard,1903,869
Ronald,1903,52
Theodore,1903,668
Warren,1903,173
William,1903,6346
Benjamin,1904,358
Calvin,1904,118
Chester,1904,355
Dwight,1904,46
Franklin,1904,108
George,1904,4245
Gerald,1904,201
Grover,1904,58
Harry,1904,1731
Herbert,1904,680
James,1904,5882
John,1904,8148
Lyndon,1904,6
Richard,1904,965
Ronald,1904,50
Theodore,1904,834
Warren,1904,168
William,1904,6441
Benjamin,1905,379
Calvin,1905,141
Chester,1905,388
Dwight,1905,35
Franklin,1905,98
George,1905,4288
Gerald,1905,189
Grover,1905,49
Harry,1905,1631
Herbert,1905,688
James,1905,6077
John,1905,8103
Lyndon,1905,5
Richard,1905,1034
Ronald,1905,51
Theodore,1905,834
Warren,1905,172
William,1905,6524
Benjamin,1906,352
Calvin,1906,123
Chester,1906,429
Dwight,1906,59
Franklin,1906,125
George,1906,4231
Gerald,1906,191
Grover,1906,65
Harry,1906,1645
Herbert,1906,694
James,1906,5945
John,1906,8307
Lyndon,1906,8
Richard,1906,1092
Ronald,1906,76
Theodore,1906,693
Warren,1906,144
William,1906,6595
Woodrow,1906,7
Benjamin,1907,460
Calvin,1907,136
Chester,1907,424
Dwight,1907,58
Franklin,1907,122
George,1907,4489
Gerald,1907,239
Grover,1907,71
Harry,1907,1824
Herbert,1907,710
James,1907,6752
John,1907,9048
Lyndon,1907,5
Richard,1907,1246
Ronald,1907,88
Theodore,1907,712
Warren,1907,182
William,1907,6934
Woodrow,1907,11
Benjamin,1908,480
Calvin,1908,135
Chester,1908,466
Dwight,1908,50
Franklin,1908,133
George,1908,4625
Gerald,1908,270
Grover,1908,85
Harry,1908,1941
Herbert,1908,765
James,1908,7044
John,1908,9400
Richard,1908,1250
Ronald,1908,75
Theodore,1908,648
Warren,1908,194
William,1908,7573
Woodrow,1908,17
Benjamin,1909,489
Calvin,1909,176
Chester,1909,480
Dwight,1909,43
Franklin,1909,168
George,1909,4725
Gerald,1909,301
Grover,1909,97
Harry,1909,1933
Herbert,1909,831
James,1909,7646
John,1909,9658
Richard,1909,1434
Ronald,1909,93
Theodore,1909,603
Warren,1909,231
William,1909,7949
Woodrow,1909,24
Benjamin,1910,536
Calvin,1910,201
Chester,1910,572
Dwight,1910,55
Franklin,1910,176
George,1910,5499
Gerald,1910,294
Grover,1910,113
Harry,1910,1987
Herbert,1910,886
James,1910,9258
John,1910,11538
Lyndon,1910,12
Richard,1910,1663
Ronald,1910,118
Theodore,1910,700
Warren,1910,271
William,1910,8881
Woodrow,1910,45
Benjamin,1911,690
Calvin,1911,213
Chester,1911,717
Dwight,1911,87
Franklin,1911,220
George,1911,6637
Gerald,1911,462
Grover,1911,114
Harry,1911,2550
Herbert,1911,1135
James,1911,10020
John,1911,13513
Lyndon,1911,6
Richard,1911,2041
Ronald,1911,136
Theodore,1911,763
Warren,1911,338
William,1911,10643
Woodrow,1911,121
Benjamin,1912,1272
Calvin,1912,375
Chester,1912,1476
Dwight,1912,186
Franklin,1912,497
George,1912,11803
Gerald,1912,934
Grover,1912,219
Harry,1912,4648
Herbert,1912,2248
James,1912,17725
John,1912,24699
Lyndon,1912,14
Richard,1912,4211
Ronald,1912,302
Theodore,1912,1569
Warren,1912,697
William,1912,19703
Woodrow,1912,1854
Benjamin,1913,1466
Calvin,1913,440
Chester,1913,1779
Dwight,1913,211
Franklin,1913,593
George,1913,13950
Gerald,1913,1148
Grover,1913,288
Harry,1913,5480
Herbert,1913,2733
James,1913,20926
John,1913,29451
Lyndon,1913,15
Richard,1913,5129
Ronald,1913,417
Theodore,1913,1657
Warren,1913,806
William,1913,23631
Woodrow,1913,2343
Benjamin,1914,1828
Calvin,1914,536
Chester,1914,2307
Dwight,1914,284
Franklin,1914,775
George,1914,17710
Gerald,1914,1475
Grover,1914,416
Harry,1914,6612
Herbert,1914,3267
James,1914,26370
John,1914,38117
Lyndon,1914,21
Richard,1914,6699
Ronald,1914,541
Theodore,1914,1936
Warren,1914,1041
William,1914,29853
Woodrow,1914,1791
Benjamin,1915,2248
Calvin,1915,701
Chester,1915,3057
Dwight,1915,337
Franklin,1915,1001
George,1915,22447
Gerald,1915,2093
Grover,1915,478
Harry,1915,8497
Herbert,1915,4359
James,1915,33931
John,1915,47777
Lyndon,1915,39
Richard,1915,9183
Ronald,1915,764
Theodore,1915,2511
Warren,1915,1434
William,1915,38692
Woodrow,1915,1974
Benjamin,1916,2191
Calvin,1916,771
Chester,1916,3232
Dwight,1916,397
Franklin,1916,1073
George,1916,23515
Gerald,1916,2273
Grover,1916,590
Harry,1916,8523
Herbert,1916,4480
James,1916,35735
John,1916,50273
Lyndon,1916,34
Richard,1916,10176
Ronald,1916,723
Theodore,1916,2650
Warren,1916,1556
William,1916,40557
Woodrow,1916,2679
Benjamin,1917,2391
Calvin,1917,785
Chester,1917,3359
Dwight,1917,349
Franklin,1917,1201
George,1917,24334
Gerald,1917,2499
Grover,1917,541
Harry,1917,8891
Herbert,1917,4766
James,1917,37522
John,1917,52104
Lyndon,1917,28
Richard,1917,10961
Ronald,1917,767
Theodore,1917,2820
Warren,1917,1748
William,1917,42585
Woodrow,1917,2440
Benjamin,1918,2432
Calvin,1918,882
Chester,1918,3712
Dwight,1918,405
Franklin,1918,1280
George,1918,26478
Gerald,1918,2735
Grover,1918,678
Harry,1918,9939
Herbert,1918,5148
James,1918,42334
John,1918,56807
Lyndon,1918,36
Richard,1918,12376
Ronald,1918,751
Theodore,1918,3159
Warren,1918,2002
William,1918,45462
Woodrow,1918,3372
Benjamin,1919,2288
Calvin,1919,839
Chester,1919,3461
Dwight,1919,380
Franklin,1919,1216
George,1919,25338
Gerald,1919,2706
Grover,1919,686
Harry,1919,9028
Herbert,1919,4980
James,1919,42581
John,1919,53839
Lyndon,1919,38
Richard,1919,12516
Ronald,1919,789
Theodore,1919,3441
Warren,1919,2199
William,1919,44153
Woodrow,1919,1822
Benjamin,1920,2316
Calvin,1920,1108
Chester,1920,3728
Dwight,1920,412
Franklin,1920,1458
George,1920,27059
Gerald,1920,3179
Grover,1920,694
Harry,1920,9456
Herbert,1920,5270
James,1920,48166
John,1920,57191
Lyndon,1920,37
Richard,1920,15065
Ronald,1920,832
Theodore,1920,3236
Warren,1920,5517
William,1920,50357
Woodrow,1920,779
Benjamin,1921,2422
Calvin,1921,1286
Chester,1921,3574
Dwight,1921,494
Franklin,1921,1359
George,1921,27683
Gerald,1921,3406
Grover,1921,690
Harry,1921,9785
Herbert,1921,5241
James,1921,49979
John,1921,58513
Lyndon,1921,38
Richard,1921,16449
Ronald,1921,993
Theodore,1921,3178
Warren,1921,7825
William,1921,52051
Woodrow,1921,690
Benjamin,1922,2383
Calvin,1922,1293
Chester,1922,3153
Dwight,1922,454
Franklin,1922,1329
George,1922,27544
Gerald,1922,3567
Grover,1922,640
Harry,1922,9123
Herbert,1922,5064
James,1922,50052
John,1922,57564
Lyndon,1922,41
Richard,1922,17615
Ronald,1922,1042
Theodore,1922,3230
Warren,1922,4506
William,1922,51311
Woodrow,1922,632
Benjamin,1923,2322
Calvin,1923,2421
Chester,1923,3174
Dwight,1923,437
Franklin,1923,1267
George,1923,27206
Gerald,1923,3718
Grover,1923,575
Harry,1923,9314
Herbert,1923,5093
James,1923,50743
John,1923,57807
Lyndon,1923,30
Richard,1923,18959
Ronald,1923,1158
Theodore,1923,3176
Warren,1923,4847
William,1923,52356
Woodrow,1923,483
Benjamin,1924,2227
Calvin,1924,4940
Chester,1924,3051
Dwight,1924,456
Franklin,1924,1289
George,1924,27562
Gerald,1924,4176
Grover,1924,576
Harry,1924,9154
Herbert,1924,5151
James,1924,53211
John,1924,59439
Lyndon,1924,32
Richard,1924,21341
Ronald,1924,1366
Theodore,1924,3241
Warren,1924,3608
William,1924,53769
Woodrow,1924,520
Benjamin,1925,2080
Calvin,1925,4320
Chester,1925,2741
Dwight,1925,470
Franklin,1925,1303
George,1925,26775
Gerald,1925,4545
Grover,1925,526
Harry,1925,8658
Herbert,1925,4949
James,1925,53052
John,1925,57555
Lyndon,1925,37
Richard,1925,23382
Ronald,1925,1687
Theodore,1925,3243
Warren,1925,2971
William,1925,53588
Woodrow,1925,376
Benjamin,1926,1911
Calvin,1926,3037
Chester,1926,2569
Dwight,1926,468
Franklin,1926,1209
George,1926,26130
Gerald,1926,5169
Grover,1926,535
Harry,1926,8260
Herbert,1926,4980
James,1926,53568
John,1926,56498
Lyndon,1926,34
Richard,1926,25267
Ronald,1926,2304
Theodore,1926,3147
Warren,1926,2726
William,1926,52224
Woodrow,1926,307
Benjamin,1927,1930
Calvin,1927,2714
Chester,1927,2425
Dwight,1927,464
Franklin,1927,1195
George,1927,26201
Gerald,1927,5565
Grover,1927,491
Harry,1927,8073
Herbert,1927,5059
James,1927,54052
John,1927,56388
Lyndon,1927,32
Richard,1927,26925
Ronald,1927,3128
Theodore,1927,3146
Warren,1927,2576
William,1927,51792
Woodrow,1927,343
Benjamin,1928,1819
Calvin,1928,2145
Chester,1928,2271
Dwight,1928,455
Franklin,1928,1117
George,1928,24628
Gerald,1928,5532
Grover,1928,472
Harry,1928,7669
Herbert,1928,8116
James,1928,53177
John,1928,54172
Lyndon,1928,31
Richard,1928,28991
Ronald,1928,4000
Theodore,1928,2938
Warren,1928,2382
William,1928,49451
Woodrow,1928,229
Benjamin,1929,1711
Calvin,1929,1681
Chester,1929,1985
Dwight,1929,470
Franklin,1929,1070
George,1929,23213
Gerald,1929,6014
Grover,1929,439
Harry,1929,7196
Herbert,1929,7915
James,1929,52513
John,1929,52512
Lyndon,1929,36
Richard,1929,29771
Ronald,1929,4502
Theodore,1929,2932
Warren,1929,2065
William,1929,48135
Woodrow,1929,213
Benjamin,1930,1604
Calvin,1930,1634
Chester,1930,1806
Dwight,1930,542
Franklin,1930,1088
George,1930,23012
Gerald,1930,6520
Grover,1930,400
Harry,1930,6889
Herbert,1930,5719
James,1930,54351
John,1930,52833
Lyndon,1930,34
Richard,1930,32336
Ronald,1930,5675
Theodore,1930,2979
Warren,1930,2033
William,1930,47546
Woodrow,1930,212
Benjamin,1931,1563
Calvin,1931,1452
Chester,1931,1737
Dwight,1931,566
Franklin,1931,1090
George,1931,20848
Gerald,1931,6881
Grover,1931,416
Harry,1931,6074
Herbert,1931,4819
James,1931,51545
John,1931,48726
Lyndon,1931,33
Richard,1931,31962
Ronald,1931,6761
Theodore,1931,2687
Warren,1931,1854
William,1931,43500
Woodrow,1931,242
Benjamin,1932,1552
Calvin,1932,1465
Chester,1932,1619
Dwight,1932,636
Franklin,1932,2767
George,1932,20608
Gerald,1932,7386
Grover,1932,380
Harry,1932,5743
Herbert,1932,4400
James,1932,52242
John,1932,48894
Lyndon,1932,30
Richard,1932,31928
Ronald,1932,11178
Theodore,1932,2688
Warren,1932,1806
William,1932,42343
Woodrow,1932,299
Benjamin,1933,1422
Calvin,1933,1501
Chester,1933,1404
Dwight,1933,516
Franklin,1933,5384
George,1933,18498
Gerald,1933,7466
Grover,1933,333
Harry,1933,5166
Herbert,1933,3703
James,1933,51398
John,1933,46446
Lyndon,1933,25
Richard,1933,31455
Ronald,1933,12094
Theodore,1933,2620
Warren,1933,1818
William,1933,39226
Woodrow,1933,221
Benjamin,1934,1489
Calvin,1934,1323
Chester,1934,1401
Dwight,1934,506
Franklin,1934,4169
George,1934,18654
Gerald,1934,7866
Grover,1934,314
Harry,1934,5114
Herbert,1934,3611
James,1934,54498
John,1934,46993
Lyndon,1934,39
Richard,1934,33281
Ronald,1934,14139
Theodore,1934,2541
Warren,1934,2038
William,1934,40332
Woodrow,1934,218
Benjamin,1935,1416
Calvin,1935,1325
Chester,1935,1440
Dwight,1935,475
Franklin,1935,2626
George,1935,18707
Gerald,1935,8498
Grover,1935,328
Harry,1935,5086
Herbert,1935,3459
James,1935,55224
John,1935,47700
Lyndon,1935,41
Richard,1935,34067
Ronald,1935,15528
Theodore,1935,2440
Warren,1935,2010
William,1935,40364
Woodrow,1935,272
Benjamin,1936,1353
Calvin,1936,1363
Chester,1936,1291
Dwight,1936,418
Franklin,1936,2957
George,1936,18317
Gerald,1936,9055
Grover,1936,282
Harry,1936,4953
Herbert,1936,3132
James,1936,54901
John,1936,47864
Lyndon,1936,36
Richard,1936,33579
Ronald,1936,16963
Theodore,1936,2225
Warren,1936,1984
William,1936,39534
Woodrow,1936,283
Benjamin,1937,1431
Calvin,1937,1343
Chester,1937,1284
Dwight,1937,406
Franklin,1937,2534
George,1937,18574
Gerald,1937,9472
Grover,1937,294
Harry,1937,4835
Herbert,1937,3052
James,1937,56798
John,1937,48957
Lyndon,1937,31
Richard,1937,33090
Ronald,1937,18191
Theodore,1937,2325
Warren,1937,1822
William,1937,40865
Woodrow,1937,355
Benjamin,1938,1422
Calvin,1938,1464
Chester,1938,1235
Dwight,1938,435
Franklin,1938,2034
George,1938,18574
Gerald,1938,10006
Grover,1938,336
Harry,1938,4841
Herbert,1938,3028
James,1938,59366
John,1938,50723
Lyndon,1938,33
Richard,1938,34500
Ronald,1938,20356
Theodore,1938,2370
Warren,1938,2005
William,1938,42559
Woodrow,1938,404
Benjamin,1939,1428
Calvin,1939,1407
Chester,1939,1303
Dwight,1939,394
Franklin,1939,1866
George,1939,18030
Gerald,1939,10097
Grover,1939,322
Harry,1939,4678
Herbert,1939,3112
James,1939,59895
John,1939,51249
Lyndon,1939,41
Richard,1939,35474
Ronald,1939,19885
Theodore,1939,2206
Warren,1939,1897
William,1939,42227
Woodrow,1939,425
Benjamin,1940,1452
Calvin,1940,1480
Chester,1940,1361
Dwight,1940,457
Franklin,1940,2401
George,1940,18436
Gerald,1940,10284
Grover,1940,307
Harry,1940,4694
Herbert,1940,2889
James,1940,62731
John,1940,54971
Lyndon,1940,46
Richard,1940,37522
Ronald,1940,20789
Theodore,1940,2313
Warren,1940,1817
William,1940,44919
Woodrow,1940,449
Benjamin,1941,1583
Calvin,1941,1521
Chester,1941,1455
Dwight,1941,536
Franklin,1941,2217
George,1941,19372
Gerald,1941,10982
Grover,1941,297
Harry,1941,5079
Herbert,1941,2975
James,1941,66974
John,1941,57732
Lyndon,1941,90
Richard,1941,39221
Ronald,1941,24447
Theodore,1941,2337
Warren,1941,2049
William,1941,47925
Woodrow,1941,481
Benjamin,1942,1689
Calvin,1942,1584
Chester,1942,1572
Dwight,1942,717
Franklin,1942,2374
George,1942,21419
Gerald,1942,11515
Grover,1942,332
Harry,1942,5646
Herbert,1942,3118
James,1942,77455
John,1942,66261
Lyndon,1942,78
Richard,1942,43708
Ronald,1942,27205
Theodore,1942,2668
Warren,1942,2432
William,1942,55044
Woodrow,1942,479
Benjamin,1943,1730
Calvin,1943,1765
Chester,1943,1639
Dwight,1943,1234
Franklin,1943,1980
George,1943,21827
Gerald,1943,11413
Grover,1943,361
Harry,1943,5742
Herbert,1943,3053
James,1943,80519
John,1943,69146
Lyndon,1943,102
Richard,1943,46450
Ronald,1943,29305
Theodore,1943,2619
Warren,1943,2491
William,1943,56058
Woodrow,1943,559
Benjamin,1944,1629
Calvin,1944,1760
Chester,1944,1536
Dwight,1944,1506
Franklin,1944,1821
George,1944,20549
Gerald,1944,10060
Grover,1944,343
Harry,1944,5499
Herbert,1944,2782
James,1944,77181
John,1944,66790
Lyndon,1944,71
Richard,1944,45729
Ronald,1944,25570
Theodore,1944,2584
Warren,1944,2358
William,1944,52486
Woodrow,1944,523
Benjamin,1945,1570
Calvin,1945,1809
Chester,1945,1457
Dwight,1945,1753
Franklin,1945,1905
George,1945,19442
Gerald,1945,8896
Grover,1945,263
Harry,1945,5673
Herbert,1945,2676
James,1945,74696
John,1945,66321
Lyndon,1945,48
Richard,1945,46151
Ronald,1945,23721
Theodore,1945,2355
Warren,1945,2196
William,1945,50351
Woodrow,1945,502
Benjamin,1946,1664
Calvin,1946,1984
Chester,1946,1631
Dwight,1946,1762
Franklin,1946,1731
George,1946,21684
Gerald,1946,10059
Grover,1946,318
Harry,1946,6051
Herbert,1946,2828
James,1946,87675
John,1946,79456
Lyndon,1946,69
Richard,1946,58979
Ronald,1946,31934
Theodore,1946,2618
Warren,1946,2543
William,1946,60188
Woodrow,1946,470
Benjamin,1947,1938
Calvin,1947,2443
Chester,1947,1725
Dwight,1947,1549
Franklin,1947,1781
George,1947,24034
Gerald,1947,10795
Grover,1947,323
Harry,1947,6527
Herbert,1947,2872
James,1947,95012
John,1947,88521
Lyndon,1947,64
Richard,1947,58643
Ronald,1947,34957
Theodore,1947,2931
Warren,1947,2737
William,1947,67124
Woodrow,1947,486
Benjamin,1948,1964
Calvin,1948,2407
Chester,1948,1568
Dwight,1948,1659
Franklin,1948,1554
George,1948,22045
Gerald,1948,9878
Grover,1948,332
Harry,1948,5965
Herbert,1948,2882
James,1948,88847
John,1948,83018
Lyndon,1948,73
Richard,1948,51079
Ronald,1948,33582
Theodore,1948,2838
Warren,1948,2667
William,1948,62134
Woodrow,1948,428
Benjamin,1949,2027
Calvin,1949,2581
Chester,1949,1448
Dwight,1949,1717
Franklin,1949,1630
George,1949,21435
Gerald,1949,9830
Grover,1949,268
Harry,1949,5558
Herbert,1949,2741
James,1949,87113
John,1949,81353
Lyndon,1949,74
Richard,1949,51057
Ronald,1949,31580
Theodore,1949,3047
Warren,1949,2537
William,1949,61621
Woodrow,1949,390
Benjamin,1950,2199
Calvin,1950,2758
Chester,1950,1387
Dwight,1950,1817
Franklin,1950,1633
George,1950,20284
Gerald,1950,9763
Grover,1950,334
Harry,1950,5392
Herbert,1950,2636
James,1950,86473
John,1950,79590
Lyndon,1950,71
Richard,1950,51106
Ronald,1950,29992
Theodore,1950,2966
Warren,1950,2482
William,1950,60827
Woodrow,1950,333
Benjamin,1951,2358
Calvin,1951,2847
Chester,1951,1408
Dwight,1951,2063
Franklin,1951,1702
George,1951,20311
Gerald,1951,9564
Grover,1951,300
Harry,1951,5318
Herbert,1951,2713
James,1951,87434
John,1951,81716
Lyndon,1951,79
Richard,1951,54579
Ronald,1951,29082
Theodore,1951,3225
Warren,1951,2600
William,1951,62826
Woodrow,1951,362
Benjamin,1952,2447
Calvin,1952,2996
Chester,1952,1467
Dwight,1952,2418
Franklin,1952,1725
George,1952,19921
Gerald,1952,9070
Grover,1952,272
Harry,1952,5007
Herbert,1952,2670
James,1952,87344
John,1952,83317
Lyndon,1952,63
Richard,1952,58454
Ronald,1952,27864
Theodore,1952,3271
Warren,1952,2647
William,1952,63154
Woodrow,1952,353
Benjamin,1953,2430
Calvin,1953,2963
Chester,1953,1389
Dwight,1953,2698
Franklin,1953,1766
George,1953,19260
Gerald,1953,8636
Grover,1953,267
Harry,1953,4582
Herbert,1953,2627
James,1953,86183
John,1953,80234
Lyndon,1953,66
Richard,1953,58421
Ronald,1953,27732
Theodore,1953,2954
Warren,1953,2645
William,1953,61908
Woodrow,1953,303
Benjamin,1954,2459
Calvin,1954,3024
Chester,1954,1427
Dwight,1954,2044
Franklin,1954,1830
George,1954,18786
Gerald,1954,8573
Grover,1954,217
Harry,1954,4373
Herbert,1954,2600
James,1954,86503
John,1954,81313
Lyndon,1954,79
Richard,1954,57113
Ronald,1954,27666
Theodore,1954,3084
Warren,1954,2627
William,1954,61531
Woodrow,1954,303
Benjamin,1955,2452
Calvin,1955,3173
Chester,1955,1257
Dwight,1955,2158
Franklin,1955,1773
George,1955,18261
Gerald,1955,8100
Grover,1955,268
Harry,1955,4148
Herbert,1955,2525
James,1955,84376
John,1955,80204
Lyndon,1955,95
Richard,1955,53649
Ronald,1955,26217
Theodore,1955,2978
Warren,1955,2496
William,1955,60036
Woodrow,1955,283
Benjamin,1956,2476
Calvin,1956,3349
Chester,1956,1257
Dwight,1956,2375
Franklin,1956,1796
George,1956,17319
Gerald,1956,8011
Grover,1956,233
Harry,1956,3937
Herbert,1956,2396
James,1956,85109
John,1956,80982
Lyndon,1956,140
Richard,1956,53009
Ronald,1956,27785
Theodore,1956,2956
Warren,1956,2345
William,1956,59113
Woodrow,1956,233
Benjamin,1957,2503
Calvin,1957,3415
Chester,1957,1192
Dwight,1957,2039
Franklin,1957,1705
George,1957,16973
Gerald,1957,7628
Grover,1957,219
Harry,1957,3810
Herbert,1957,2286
James,1957,84523
John,1957,79208
Lyndon,1957,158
Richard,1957,52517
Ronald,1957,27278
Theodore,1957,2764
Warren,1957,2353
William,1957,56988
